id,courseCode,courseName,credits,campus,school,subject,courseDescription,coursePrerequisite,offeredJointlyWith,quarters,genEdReq,curriculum,overlappingCourses,createdAt,updatedAt
ffb8afad-024f-4c77-bbf4-1556c7d9e434,CSS 483,Bioinformatics Algorithms,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Covers basic molecular biology to aid in the understanding of current bioinformatics problems that need computational tools. Explores fundamental bioinformatics algorithms of current and future bioinformatics systems. Students implement algorithms on practical biology problems.,CSS 340 or CSS 342.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:47.522,2025-10-28 05:51:59.345
41d18b8c-1390-4896-a49c-558821381a2c,CSS 485,Artificial Neural Networks,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Application of biological computing principles to machine problem solving. State of the art in artificial neural networks (ANNs), including vision, motor control, learning, data analysis. Topics include ANN architectures, algorithms: perceptrons, Widrow-Hoff, backpropagation, Hebbian networks. May not be repeated.",CSS 343 and STMATH 208.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:47.738,2025-10-28 05:51:59.558
3a3ff590-ccda-4276-a6e4-bbe06ae57b88,CSS 490,Special Topics in Computing and Software Systems,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Examines current topics and issues associated with computing and software systems.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:47.958,2025-10-28 05:51:59.782
dd29c13e-3060-4bc6-99ec-b61dd24d20e3,CSS 495,Applied Computing Internship,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Elective completion of a work project as delineated in a contract between student, faculty advisor, and community sponsor.",CSS 350; CSS 360; CSS 421.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:48.251,2025-10-28 05:52:00.086
f767149e-d103-4b56-b7a7-dcaadb22cbc6,CSS 496,Applied Computing Capstone,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Group seminar project requires software development and research project in applied computing. Objectives include: integrating minor or concentration with computing, reviewing professional literature, writing technical documents, and presenting project results to technologists/end-users.",CSS 301; CSS 360; CSS 421; and either CSS 340 or CSS 342.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:48.468,2025-10-28 05:52:00.298
25435d77-ca8a-4d01-b0d0-b7bb37c8c150,CSS 497,Computer Science and Software Engineering Capstone,1-10,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Completion of project as delineated in a contract between student, faculty advisor, and community sponsor.",CSS 350; CSS 370; CSS 422; CSS 430; two additional CSS courses.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:48.691,2025-10-28 05:52:00.51
934532f4-8f26-447d-9c85-a468886ea783,CSS 498,Independent Study,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Individual study by arrangement with instructor.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:49.217,2025-10-28 05:52:01.014
37749442-081d-4933-950e-a8c8bb7696af,CSS 499,Undergraduate Research,0-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Design and implementation of a research study as specified in a contract with a faculty member.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:49.511,2025-10-28 05:52:01.303
af0bf6ab-d5cf-46ce-bf82-975b3330e2d4,CSS 502,Data Structures and Object-Oriented Programming II,4,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Covers advanced data structures including trees, balanced trees, heaps, graphs, and hash tables along with associated algorithms. Covers object-oriented programming with a focus on design and implementation of problems using inheritance and polymorphism. Introduces formal automata theory.",Minimum grade of 2.7 in CSS 501.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:49.799,2025-10-28 05:52:01.586
33855f7d-d908-4e96-9a07-4e82c7579fea,CSS 507,Software Modeling Techniques,2,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Provides the concepts and skills needed to use modeling in software analysis and design to foster understanding and communications of a problem and its potential solutions. Includes the creation of modeling artifacts for projects by hand and using CASE tools.,A minimum grade of 2.7 in CSS 506.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:50.018,2025-10-28 05:52:01.803
08f5750c-3977-4258-a6c4-d41735ce1c0c,CSS 518,Human Factors in Cybersecurity,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Humans are considered the weakest link in cybersecurity. Regardless of the robustness of technical solutions, without an understanding and appreciation for the human factors, there will continue to be significant compromises. This course examines the human factors involved in cybersecurity, including behavioral, psychological, social, technical, and usability components.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:50.311,2025-10-28 05:52:02.088
b4974a00-f804-4ee1-a1b2-380a13ab7569,CSSSKL 142,Computer Programming Skills I,1,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems Skills (CSSSKL),Strengthens computer programming and problem-solving skills through critical thinking and programming practice. Co-requisite: CSS 142.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS SKILLS, bothell campus",,2025-10-28 05:08:54.279,2025-10-28 05:52:05.996
b81635f7-351a-4c2f-8790-34c556d8cd7b,CSS 481,Web Programming and Applications,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Examines the core web development technologies used to design, build and support web-based applications. Introduce various web programming languages. creates interactive media projects, including applying programming constructs, incorporating text and multimedia contents, and using standard web communication formats.",CSS 342 and CSS 475.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:47.296,2025-10-28 05:51:59.13
6de41b94-49d2-4196-b700-f07f8bcf3a0a,CSS 565,Research Methods in Software Development,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"In-depth study of research design and data analysis techniques for computing-related research activities. Students prepare a research proposal; examine experimental, quasi-experimental, and qualitative design strategies; perform meta-analytic research, define and collect appropriate software metrics; and perform appropriate advanced statistical analyses.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:51.783,2025-10-28 05:52:03.512
0168c851-4500-4b08-aa6f-133217528efc,CSS 555,Evaluating Software Design,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Studies best software engineering practices and methods used in prescriptive and agile approached to create and evaluate software design from an quality principled point-of-view. Considers design from quality dimensions such as performance, scalability, maintainability, usability, and security.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:51.565,2025-10-28 05:52:03.298
f435dd8a-01cf-4c4b-a314-0f3c8241078f,CSS 552,Topics in Rendering,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Studies core algorithms and technologies in synthesizing high quality images, including: camera models, 3D viewing, visibility sampling and approximation, light source models, material property approximation, illumination models, human vision system, and texture synthesis.",CSS 451.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:50.965,2025-10-28 05:52:03.012
2f672dff-cfc3-4451-b19f-631c79d1b7cd,CSS 579,Malware and Attack Reverse Engineering,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Explores techniques and technologies for understanding the operation of malicious software and attacks. Discusses and explores techniques for detection, identification and prevention. Presents reverse engineering of code and network exploits as a method for understanding and development of countermeasures.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:52.004,2025-10-28 05:52:03.733
9b84d835-3c61-4f13-a30e-9f46138d6584,CSS 581,Machine Learning,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Theory and practical use of machine learning techniques, such as decision trees, logistic regression, discriminant analysis, neural networks, naive Bayes, k-nearest neighbor, support vector machines, collaborative filtering, clustering, and ensembles. Emphasizes hands-on experience with real-world datasets, combined with several programming projects.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:52.222,2025-10-28 05:52:03.968
524ab71a-2c1e-4675-9004-8f9d6bfdcc9d,CSS 590,Special Topics in Computing,5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Special topics in computer science and software engineering.,Permission of instructor.,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:52.44,2025-10-28 05:52:04.179
f4ff445f-c1a3-4f66-8c77-ab18e8f2dc36,CSS 599,Faculty Research Seminar,1,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),"Weekly seminars on current research topics in computer science, software engineering, or cybersecurity engineering.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:52.883,2025-10-28 05:52:04.608
5e167a38-ea57-4a1f-98b1-b658bc26c4ff,CSS 600,Independent Study or Research,1-10,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Independent study or research on computing topics conducted under the direction of one or more instructors.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:53.112,2025-10-28 05:52:04.824
10200797-3970-4665-9cb2-e81b20021a38,CSS 601,INTERNSHIP,1-5,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Graduate internship under the supervision of a CSS faulty member.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:53.401,2025-10-28 05:52:05.115
5e99cf13-afdb-46e3-8464-4ed060b42c59,CSS 700,Master's Thesis,1-25,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),None,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:53.624,2025-10-28 05:52:05.326
f33e25c5-0612-4037-bc20-1a9d5998acd0,CSSSKL 123,Programming for Data Science Skills,2,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems Skills (CSSSKL),Covers computational tools and programming data structures to solve data science problems. A discipline-specific computer language is used for instruction.,"A minimum grade of 2.0 in either CSS 112, CSS 132, CSS 142, or CSE 142.",,"{""Winter 2026""}",(RSN) Reasoning,"COMPUTING & SOFTWARE SYSTEMS SKILLS, bothell campus",CSE 163,2025-10-28 05:08:53.841,2025-10-28 05:52:05.543
ccbad5a9-f1be-4bed-a894-afbaf9cf3a25,B CHEM 294,Chemistry Seminar,1,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Chemistry - Bothell (B CHEM),Introduces incoming Chemistry majors to research in chemistry and related disciplines and informs majors about career options for those who obtain a degree in chemistry.,None,,"{""Winter 2026""}",None,"CHEMISTRY - BOTHELL, bothell campus",CHEM 190,2025-10-28 05:09:14.25,2025-10-28 05:52:26.511
6f506a77-3e3c-459c-ad9d-f5fd9e93bc8b,CSS 595,Master's Project,1-10,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems (CSS),Students apply their knowledge and skills related to computer science and software engineering in a culminating capstone project.,None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS, bothell campus",,2025-10-28 05:08:52.666,2025-10-28 05:52:04.393
dee597db-e7ba-42ab-b0e3-c259363b114d,CSSSKL 594,Scientific Writing for Thesis/Project,2,bothell,"School of Science, Technology, Engineering, and Math (STEM)",Computing & Software Systems Skills (CSSSKL),"Focuses on writing the Master's project paper or thesis. Topics include synthesizing professional literature, describing methodology, and presenting and discussing results. Approaches to revision and presentation skills for the oral defense are also covered.",None,,"{""Winter 2026""}",None,"COMPUTING & SOFTWARE SYSTEMS SKILLS, bothell campus",,2025-10-28 05:08:55.6,2025-10-28 05:52:07.296
